anio,mes,region,prov,BIOMASA,energia_gen
2011,1,NOROESTE,TUCUMAN,True,0.0
2011,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,1,NORESTE,MISIONES,True,6.9
2011,2,NOROESTE,TUCUMAN,True,0.0
2011,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,2,NORESTE,MISIONES,True,6.0
2011,3,NOROESTE,TUCUMAN,True,0.0
2011,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,3,NORESTE,MISIONES,True,6.6
2011,4,NOROESTE,TUCUMAN,True,0.0
2011,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,4,NORESTE,MISIONES,True,6.1
2011,5,NOROESTE,TUCUMAN,True,0.0
2011,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,5,NORESTE,MISIONES,True,7.5
2011,6,NOROESTE,TUCUMAN,True,0.0
2011,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,6,NORESTE,MISIONES,True,6.6
2011,7,NOROESTE,TUCUMAN,True,0.6
2011,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,7,NORESTE,MISIONES,True,6.6
2011,8,NOROESTE,TUCUMAN,True,2.8
2011,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,8,NORESTE,MISIONES,True,7.9
2011,9,NOROESTE,TUCUMAN,True,3.2
2011,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,9,NORESTE,MISIONES,True,7.8
2011,10,NOROESTE,TUCUMAN,True,1.7
2011,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,10,NORESTE,MISIONES,True,7.6
2011,11,NOROESTE,TUCUMAN,True,0.0
2011,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,11,NORESTE,MISIONES,True,5.6
2011,11,NOROESTE,SALTA,True,5.3
2011,12,NOROESTE,TUCUMAN,True,0.0
2011,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2011,12,NORESTE,MISIONES,True,7.9
2011,12,NOROESTE,SALTA,True,0.8
2012,1,NOROESTE,TUCUMAN,True,0.0
2012,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,1,NORESTE,MISIONES,True,1.8
2012,1,NOROESTE,SALTA,True,0.0
2012,2,NOROESTE,TUCUMAN,True,0.0
2012,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,2,NORESTE,MISIONES,True,0.0
2012,2,NOROESTE,SALTA,True,0.1
2012,3,NOROESTE,TUCUMAN,True,0.0
2012,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,3,NORESTE,MISIONES,True,3.6
2012,3,NOROESTE,SALTA,True,0.1
2012,4,NOROESTE,TUCUMAN,True,0.0
2012,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,4,NORESTE,MISIONES,True,6.3
2012,4,NOROESTE,SALTA,True,0.0
2012,5,NOROESTE,TUCUMAN,True,0.0
2012,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,5,NORESTE,MISIONES,True,7.6
2012,5,NOROESTE,SALTA,True,3.4
2012,6,NOROESTE,TUCUMAN,True,1.4
2012,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,6,NORESTE,MISIONES,True,6.5
2012,6,NOROESTE,SALTA,True,6.1
2012,7,NOROESTE,TUCUMAN,True,1.9
2012,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,7,NORESTE,MISIONES,True,6.8
2012,7,NOROESTE,SALTA,True,7.2
2012,8,NOROESTE,TUCUMAN,True,0.3
2012,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,8,NORESTE,MISIONES,True,7.1
2012,8,NOROESTE,SALTA,True,2.9
2012,9,NOROESTE,TUCUMAN,True,1.1
2012,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,9,NORESTE,MISIONES,True,6.8
2012,9,NOROESTE,SALTA,True,12.1
2012,10,NOROESTE,TUCUMAN,True,0.0
2012,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,10,NORESTE,MISIONES,True,7.3
2012,10,NOROESTE,SALTA,True,11.7
2012,11,NOROESTE,TUCUMAN,True,0.0
2012,11,BUENOS AIRES,BUENOS AIRES,True,0.1
2012,11,NORESTE,MISIONES,True,6.4
2012,11,NOROESTE,SALTA,True,10.6
2012,12,NOROESTE,TUCUMAN,True,0.0
2012,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2012,12,NORESTE,MISIONES,True,6.0
2012,12,NOROESTE,SALTA,True,1.9
2013,1,NOROESTE,TUCUMAN,True,0.0
2013,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,1,NORESTE,MISIONES,True,6.4
2013,1,NOROESTE,SALTA,True,0.0
2013,2,NOROESTE,TUCUMAN,True,0.0
2013,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,2,NORESTE,MISIONES,True,5.9
2013,2,NOROESTE,SALTA,True,0.0
2013,3,NOROESTE,TUCUMAN,True,0.0
2013,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,3,NORESTE,MISIONES,True,6.3
2013,3,NOROESTE,SALTA,True,0.0
2013,4,NOROESTE,TUCUMAN,True,0.0
2013,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,4,NORESTE,MISIONES,True,6.7
2013,4,NOROESTE,SALTA,True,0.0
2013,5,NOROESTE,TUCUMAN,True,0.0
2013,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,5,NORESTE,MISIONES,True,5.9
2013,5,NOROESTE,SALTA,True,5.7
2013,6,NOROESTE,TUCUMAN,True,0.0
2013,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,6,NORESTE,MISIONES,True,3.6
2013,6,NOROESTE,SALTA,True,11.7
2013,7,NOROESTE,TUCUMAN,True,1.3
2013,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,7,NORESTE,MISIONES,True,6.4
2013,7,NOROESTE,SALTA,True,11.7
2013,8,NOROESTE,TUCUMAN,True,1.8
2013,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,8,NORESTE,MISIONES,True,6.9
2013,8,NOROESTE,SALTA,True,6.6
2013,9,NOROESTE,TUCUMAN,True,1.9
2013,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,9,NORESTE,MISIONES,True,7.1
2013,9,NOROESTE,SALTA,True,7.7
2013,10,NOROESTE,TUCUMAN,True,1.0
2013,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,10,NORESTE,MISIONES,True,6.7
2013,10,NOROESTE,SALTA,True,7.3
2013,11,NOROESTE,TUCUMAN,True,0.0
2013,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,11,NORESTE,MISIONES,True,5.1
2013,11,NOROESTE,SALTA,True,4.1
2013,12,NOROESTE,TUCUMAN,True,0.0
2013,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2013,12,NORESTE,MISIONES,True,5.9
2013,12,NOROESTE,SALTA,True,0.0
2014,1,NOROESTE,TUCUMAN,True,0.0
2014,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,1,NORESTE,MISIONES,True,5.9
2014,1,NOROESTE,SALTA,True,0.0
2014,2,NOROESTE,TUCUMAN,True,0.0
2014,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,2,NORESTE,MISIONES,True,5.6
2014,2,NOROESTE,SALTA,True,0.0
2014,3,NOROESTE,TUCUMAN,True,0.0
2014,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,3,NORESTE,MISIONES,True,6.8
2014,3,NOROESTE,SALTA,True,0.0
2014,4,NOROESTE,TUCUMAN,True,0.0
2014,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,4,NORESTE,MISIONES,True,6.0
2014,4,NOROESTE,SALTA,True,0.0
2014,5,NOROESTE,TUCUMAN,True,0.0
2014,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,5,NORESTE,MISIONES,True,5.8
2014,5,NOROESTE,SALTA,True,3.4
2014,6,NOROESTE,TUCUMAN,True,0.0
2014,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,6,NORESTE,MISIONES,True,3.3
2014,6,NOROESTE,SALTA,True,7.1
2014,7,NOROESTE,TUCUMAN,True,1.0
2014,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,7,NORESTE,MISIONES,True,2.2
2014,7,NOROESTE,SALTA,True,1.7
2014,8,NOROESTE,TUCUMAN,True,1.4
2014,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,8,NORESTE,MISIONES,True,1.4
2014,8,NOROESTE,SALTA,True,9.4
2014,9,NOROESTE,TUCUMAN,True,3.9
2014,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,9,NOROESTE,TUCUMAN,True,0.0
2014,9,NORESTE,MISIONES,True,0.9
2014,9,NOROESTE,SALTA,True,11.1
2014,10,NOROESTE,TUCUMAN,True,2.9
2014,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,10,NOROESTE,TUCUMAN,True,1.2
2014,10,NORESTE,MISIONES,True,1.7
2014,10,NOROESTE,SALTA,True,10.4
2014,11,NOROESTE,TUCUMAN,True,0.0
2014,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,11,NOROESTE,TUCUMAN,True,0.0
2014,11,NORESTE,MISIONES,True,1.5
2014,11,NOROESTE,SALTA,True,10.6
2014,12,NOROESTE,TUCUMAN,True,0.0
2014,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2014,12,NOROESTE,TUCUMAN,True,0.0
2014,12,NORESTE,MISIONES,True,1.4
2014,12,NOROESTE,SALTA,True,5.5
2015,1,NOROESTE,TUCUMAN,True,0.0
2015,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,1,NOROESTE,TUCUMAN,True,0.0
2015,1,NORESTE,MISIONES,True,1.0
2015,1,NOROESTE,SALTA,True,4.3
2015,2,NOROESTE,TUCUMAN,True,0.0
2015,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,2,NOROESTE,TUCUMAN,True,0.0
2015,2,NORESTE,MISIONES,True,1.5
2015,2,NOROESTE,SALTA,True,3.1
2015,3,NOROESTE,TUCUMAN,True,0.0
2015,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,3,NOROESTE,TUCUMAN,True,0.0
2015,3,NORESTE,MISIONES,True,1.6
2015,3,NOROESTE,SALTA,True,14.4
2015,4,NOROESTE,TUCUMAN,True,0.0
2015,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,4,NOROESTE,TUCUMAN,True,0.0
2015,4,NORESTE,MISIONES,True,0.4
2015,4,NOROESTE,SALTA,True,19.1
2015,5,NOROESTE,TUCUMAN,True,0.0
2015,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,5,NOROESTE,TUCUMAN,True,0.0
2015,5,NORESTE,MISIONES,True,5.2
2015,5,NOROESTE,SALTA,True,3.5
2015,6,NOROESTE,TUCUMAN,True,0.0
2015,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,6,NOROESTE,TUCUMAN,True,1.9
2015,6,NORESTE,MISIONES,True,5.3
2015,6,NOROESTE,SALTA,True,11.3
2015,7,NOROESTE,TUCUMAN,True,3.6
2015,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,7,NOROESTE,TUCUMAN,True,2.4
2015,7,NORESTE,MISIONES,True,3.7
2015,7,NOROESTE,SALTA,True,15.0
2015,8,NOROESTE,TUCUMAN,True,1.8
2015,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,8,NOROESTE,TUCUMAN,True,0.7
2015,8,NORESTE,MISIONES,True,6.0
2015,8,NOROESTE,SALTA,True,13.8
2015,9,NOROESTE,TUCUMAN,True,2.1
2015,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,9,NOROESTE,TUCUMAN,True,2.2
2015,9,NORESTE,MISIONES,True,6.0
2015,9,NOROESTE,SALTA,True,12.9
2015,10,NOROESTE,TUCUMAN,True,3.3
2015,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,10,NOROESTE,TUCUMAN,True,1.9
2015,10,NORESTE,MISIONES,True,3.7
2015,10,NOROESTE,SALTA,True,15.6
2015,11,NOROESTE,TUCUMAN,True,0.5
2015,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2015,11,NOROESTE,TUCUMAN,True,0.0
2015,11,NORESTE,MISIONES,True,4.7
2015,11,NOROESTE,SALTA,True,10.8
2015,12,NOROESTE,TUCUMAN,True,0.0
2015,12,BUENOS AIRES,BUENOS AIRES,True,0.1
2015,12,NOROESTE,TUCUMAN,True,0.0
2015,12,NORESTE,MISIONES,True,4.9
2015,12,NOROESTE,SALTA,True,6.8
2016,1,NOROESTE,TUCUMAN,True,0.0
2016,1,BUENOS AIRES,BUENOS AIRES,True,0.2
2016,1,NOROESTE,TUCUMAN,True,0.0
2016,1,NORESTE,MISIONES,True,4.6
2016,1,NOROESTE,SALTA,True,16.2
2016,2,NOROESTE,TUCUMAN,True,0.0
2016,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,2,NOROESTE,TUCUMAN,True,0.0
2016,2,NORESTE,MISIONES,True,4.7
2016,2,NOROESTE,SALTA,True,15.4
2016,3,NOROESTE,TUCUMAN,True,0.0
2016,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,3,NOROESTE,TUCUMAN,True,0.0
2016,3,NORESTE,MISIONES,True,5.2
2016,3,NOROESTE,SALTA,True,18.4
2016,4,NOROESTE,TUCUMAN,True,0.0
2016,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,4,NOROESTE,TUCUMAN,True,0.0
2016,4,NORESTE,MISIONES,True,4.7
2016,4,NOROESTE,SALTA,True,5.1
2016,5,NOROESTE,TUCUMAN,True,0.0
2016,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,5,NOROESTE,TUCUMAN,True,0.0
2016,5,NORESTE,MISIONES,True,2.3
2016,5,NOROESTE,SALTA,True,7.8
2016,6,NOROESTE,TUCUMAN,True,0.0
2016,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,6,NOROESTE,TUCUMAN,True,0.6
2016,6,NORESTE,MISIONES,True,6.8
2016,6,NOROESTE,SALTA,True,8.9
2016,7,NOROESTE,TUCUMAN,True,0.8
2016,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,7,NOROESTE,TUCUMAN,True,3.1
2016,7,NORESTE,MISIONES,True,5.9
2016,7,NOROESTE,SALTA,True,0.0
2016,8,NOROESTE,TUCUMAN,True,2.0
2016,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,8,NOROESTE,TUCUMAN,True,2.3
2016,8,NORESTE,MISIONES,True,5.2
2016,8,NOROESTE,SALTA,True,0.7
2016,9,NOROESTE,TUCUMAN,True,1.9
2016,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,9,NOROESTE,TUCUMAN,True,2.8
2016,9,NORESTE,MISIONES,True,4.1
2016,9,NOROESTE,SALTA,True,14.4
2016,10,NOROESTE,TUCUMAN,True,1.3
2016,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,10,NOROESTE,TUCUMAN,True,1.6
2016,10,NORESTE,MISIONES,True,4.8
2016,10,NOROESTE,SALTA,True,14.5
2016,11,NOROESTE,TUCUMAN,True,0.1
2016,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,11,NOROESTE,TUCUMAN,True,0.8
2016,11,NORESTE,MISIONES,True,4.3
2016,11,NOROESTE,SALTA,True,10.4
2016,12,NOROESTE,TUCUMAN,True,0.0
2016,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2016,12,NOROESTE,TUCUMAN,True,0.0
2016,12,NORESTE,MISIONES,True,5.6
2016,12,NOROESTE,SALTA,True,5.8
2017,1,NOROESTE,TUCUMAN,True,0.0
2017,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,1,NOROESTE,TUCUMAN,True,0.0
2017,1,NORESTE,MISIONES,True,4.2
2017,1,NOROESTE,SALTA,True,12.3
2017,2,NOROESTE,TUCUMAN,True,0.0
2017,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,2,NOROESTE,TUCUMAN,True,0.0
2017,2,NORESTE,MISIONES,True,3.9
2017,2,NOROESTE,SALTA,True,14.9
2017,3,NOROESTE,TUCUMAN,True,0.0
2017,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,3,NOROESTE,TUCUMAN,True,0.0
2017,3,NORESTE,MISIONES,True,4.6
2017,3,NOROESTE,SALTA,True,15.7
2017,4,NOROESTE,TUCUMAN,True,0.0
2017,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,4,NOROESTE,TUCUMAN,True,0.0
2017,4,NORESTE,MISIONES,True,3.3
2017,4,NOROESTE,SALTA,True,6.9
2017,5,NOROESTE,TUCUMAN,True,0.0
2017,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,5,NOROESTE,TUCUMAN,True,0.0
2017,5,NORESTE,MISIONES,True,3.2
2017,5,NOROESTE,SALTA,True,5.8
2017,6,NOROESTE,TUCUMAN,True,0.3
2017,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,6,NOROESTE,TUCUMAN,True,1.5
2017,6,NORESTE,MISIONES,True,1.8
2017,6,NOROESTE,SALTA,True,18.1
2017,7,NOROESTE,TUCUMAN,True,0.7
2017,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,7,NOROESTE,TUCUMAN,True,3.5
2017,7,NORESTE,MISIONES,True,4.9
2017,7,NOROESTE,SALTA,True,18.2
2017,8,NOROESTE,TUCUMAN,True,1.5
2017,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,8,NORESTE,MISIONES,True,0.2
2017,8,NOROESTE,TUCUMAN,True,2.8
2017,8,NORESTE,MISIONES,True,5.9
2017,8,NOROESTE,SALTA,True,16.0
2017,9,NOROESTE,TUCUMAN,True,1.1
2017,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,9,NORESTE,MISIONES,True,0.9
2017,9,NOROESTE,TUCUMAN,True,2.1
2017,9,NORESTE,MISIONES,True,6.8
2017,9,NOROESTE,SALTA,True,17.0
2017,10,NOROESTE,TUCUMAN,True,0.4
2017,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,10,NORESTE,MISIONES,True,0.8
2017,10,NOROESTE,TUCUMAN,True,1.5
2017,10,NORESTE,MISIONES,True,6.0
2017,10,NOROESTE,SALTA,True,18.3
2017,11,NOROESTE,TUCUMAN,True,0.0
2017,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,11,NORESTE,MISIONES,True,0.9
2017,11,NOROESTE,TUCUMAN,True,0.0
2017,11,NORESTE,MISIONES,True,5.5
2017,11,NOROESTE,SALTA,True,16.0
2017,12,NOROESTE,TUCUMAN,True,0.0
2017,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2017,12,NORESTE,MISIONES,True,1.0
2017,12,NOROESTE,TUCUMAN,True,0.0
2017,12,NORESTE,MISIONES,True,4.5
2017,12,NOROESTE,SALTA,True,9.6
2018,1,NOROESTE,TUCUMAN,True,0.0
2018,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,1,NORESTE,MISIONES,True,0.6
2018,1,NOROESTE,TUCUMAN,True,0.0
2018,1,NORESTE,MISIONES,True,4.2
2018,1,NOROESTE,SALTA,True,5.9
2018,2,NOROESTE,TUCUMAN,True,0.0
2018,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,2,NORESTE,MISIONES,True,1.4
2018,2,NOROESTE,TUCUMAN,True,0.0
2018,2,NORESTE,MISIONES,True,5.5
2018,2,NOROESTE,SALTA,True,6.8
2018,3,NOROESTE,TUCUMAN,True,0.0
2018,3,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,3,NORESTE,MISIONES,True,1.5
2018,3,NOROESTE,TUCUMAN,True,0.0
2018,3,NORESTE,MISIONES,True,5.2
2018,3,NOROESTE,SALTA,True,0.0
2018,4,NOROESTE,TUCUMAN,True,0.0
2018,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,4,NORESTE,MISIONES,True,1.5
2018,4,NOROESTE,TUCUMAN,True,0.0
2018,4,NORESTE,MISIONES,True,3.2
2018,4,NOROESTE,SALTA,True,1.8
2018,5,NOROESTE,TUCUMAN,True,0.0
2018,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,5,NORESTE,MISIONES,True,1.4
2018,5,CENTRO,CORDOBA,True,0.3
2018,5,NOROESTE,TUCUMAN,True,0.0
2018,5,NORESTE,MISIONES,True,5.2
2018,5,NOROESTE,SALTA,True,12.7
2018,6,NOROESTE,TUCUMAN,True,1.9
2018,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,6,NORESTE,MISIONES,True,1.4
2018,6,CENTRO,CORDOBA,True,3.2
2018,6,NOROESTE,TUCUMAN,True,2.1
2018,6,NORESTE,MISIONES,True,6.8
2018,6,NOROESTE,SALTA,True,18.0
2018,7,NOROESTE,TUCUMAN,True,2.3
2018,7,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,7,NORESTE,MISIONES,True,1.6
2018,7,CENTRO,CORDOBA,True,2.8
2018,7,NOROESTE,TUCUMAN,True,2.3
2018,7,NORESTE,MISIONES,True,7.5
2018,7,NOROESTE,SALTA,True,17.4
2018,8,NOROESTE,TUCUMAN,True,1.5
2018,8,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,8,NORESTE,MISIONES,True,1.6
2018,8,CENTRO,CORDOBA,True,4.0
2018,8,NOROESTE,TUCUMAN,True,2.3
2018,8,NORESTE,MISIONES,True,6.7
2018,8,NOROESTE,SALTA,True,18.7
2018,9,NOROESTE,TUCUMAN,True,0.0
2018,9,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,9,NORESTE,MISIONES,True,1.5
2018,9,CENTRO,CORDOBA,True,5.0
2018,9,NOROESTE,TUCUMAN,True,1.7
2018,9,NORESTE,MISIONES,True,5.8
2018,9,NOROESTE,SALTA,True,17.1
2018,10,NOROESTE,TUCUMAN,True,0.0
2018,10,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,10,NORESTE,MISIONES,True,1.4
2018,10,CENTRO,CORDOBA,True,5.5
2018,10,NOROESTE,TUCUMAN,True,0.6
2018,10,NORESTE,MISIONES,True,3.5
2018,10,NOROESTE,SALTA,True,9.8
2018,10,CENTRO,CORDOBA,True,2.7
2018,11,NOROESTE,TUCUMAN,True,0.0
2018,11,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,11,NORESTE,MISIONES,True,1.6
2018,11,CENTRO,CORDOBA,True,5.5
2018,11,NOROESTE,TUCUMAN,True,0.6
2018,11,NORESTE,MISIONES,True,5.1
2018,11,NOROESTE,SALTA,True,7.7
2018,11,CENTRO,CORDOBA,True,2.3
2018,12,NOROESTE,TUCUMAN,True,0.0
2018,12,BUENOS AIRES,BUENOS AIRES,True,0.0
2018,12,NORESTE,MISIONES,True,0.9
2018,12,CENTRO,CORDOBA,True,3.9
2018,12,NOROESTE,TUCUMAN,True,0.0
2018,12,NORESTE,MISIONES,True,6.6
2018,12,NOROESTE,SALTA,True,1.7
2018,12,CENTRO,CORDOBA,True,2.1
2019,1,NOROESTE,TUCUMAN,True,0.0
2019,1,BUENOS AIRES,BUENOS AIRES,True,0.0
2019,1,NORESTE,MISIONES,True,1.5
2019,1,CENTRO,CORDOBA,True,0.2
2019,1,NOROESTE,TUCUMAN,True,0.0
2019,1,NORESTE,MISIONES,True,6.0
2019,1,NOROESTE,SALTA,True,0.0
2019,1,CENTRO,CORDOBA,True,2.1
2019,2,NOROESTE,TUCUMAN,True,0.0
2019,2,BUENOS AIRES,BUENOS AIRES,True,0.0
2019,2,NORESTE,MISIONES,True,1.5
2019,2,CENTRO,CORDOBA,True,5.3
2019,2,NOROESTE,TUCUMAN,True,0.0
2019,2,NORESTE,MISIONES,True,6.1
2019,2,NOROESTE,SALTA,True,0.0
2019,2,CENTRO,CORDOBA,True,2.0
2019,3,NOROESTE,TUCUMAN,True,0.0
2019,3,BUENOS AIRES,BUENOS AIRES,True,0.1
2019,3,NORESTE,MISIONES,True,1.7
2019,3,CENTRO,CORDOBA,True,6.1
2019,3,NOROESTE,TUCUMAN,True,0.0
2019,3,NORESTE,MISIONES,True,6.8
2019,3,NOROESTE,SALTA,True,0.0
2019,3,CENTRO,CORDOBA,True,1.0
2019,4,NOROESTE,TUCUMAN,True,0.0
2019,4,BUENOS AIRES,BUENOS AIRES,True,0.0
2019,4,NORESTE,MISIONES,True,1.6
2019,4,CENTRO,CORDOBA,True,3.0
2019,4,NOROESTE,TUCUMAN,True,0.0
2019,4,NORESTE,MISIONES,True,6.1
2019,4,NOROESTE,SALTA,True,0.0
2019,4,CENTRO,CORDOBA,True,2.0
2019,5,NOROESTE,TUCUMAN,True,0.0
2019,5,BUENOS AIRES,BUENOS AIRES,True,0.0
2019,5,NORESTE,MISIONES,True,1.6
2019,5,CENTRO,CORDOBA,True,2.1
2019,5,NOROESTE,TUCUMAN,True,0.0
2019,5,NORESTE,MISIONES,True,2.8
2019,5,NOROESTE,SALTA,True,10.9
2019,5,CENTRO,CORDOBA,True,2.0
2019,6,NOROESTE,TUCUMAN,True,0.0
2019,6,BUENOS AIRES,BUENOS AIRES,True,0.0
2019,6,NORESTE,MISIONES,True,1.6
2019,6,CENTRO,CORDOBA,True,6.0
2019,6,NOROESTE,TUCUMAN,True,1.8
