,anio,central,central_des,maquina,fuente_de,region,prov,mes,energia_gen
12646,2022,TICI,C.T. TICINO BIOMASA S.A.,TICITV01,BIOMASA,CENTRO,CORDOBA,2,1.7
12647,2022,TIGO,BIOGAS CTBG TIGONBU,TIGODI01,BIOGAS,CENTRO,SAN LUIS,2,1.1
12648,2022,TIN2FV,Parque Solar Tinogasta II,TIN2FV,SOLAR,NOROESTE,CATAMARCA,2,1.4
12649,2022,TINOFV,Parque Solar Tinogasta I,TINOFV,SOLAR,NOROESTE,CATAMARCA,2,2.9
12650,2022,TIRO,C.T. BIOMASA UNITAN. Puerto Tirol,TIROTV01,BIOMASA,NORESTE,CHACO,2,0.2
12651,2022,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,2,0.0
12652,2022,TSANFV,AGRITUR SAN LUIS S.A.,TSANFV,SOLAR,CENTRO,SAN LUIS,2,0.0
12653,2022,TSAUHI,Triple Salto,TSAUHI,HIDRO <=50MW,CUYO,MENDOZA,2,0.1
12654,2022,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,2,3.4
12655,2022,UL42FV,P.S. Ullúm 4 ampliación Mater,UL42FV,SOLAR,CUYO,SAN JUAN,2,1.5
12656,2022,ULL3FV,P.S. Ullúm N3,ULL3FV,SOLAR,CUYO,SAN JUAN,2,7.4
12657,2022,ULL4FV,P.S. Ullúm 4,ULL4FV,SOLAR,CUYO,SAN JUAN,2,3.0
12658,2022,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,2,10.0
12659,2022,ULN1FV,P.S. Ullúm N1,ULN1FV,SOLAR,CUYO,SAN JUAN,2,5.7
12660,2022,ULN2FV,P.S. Ullúm N2,ULN2FV,SOLAR,CUYO,SAN JUAN,2,5.8
12661,2022,VLO2EO,EÓLICO VILLALONGA II GENNEIA,VLO2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,1.2
12662,2022,VLONEO,EÓLICO VILLALONGA GENNEIA,VLONEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,18.0
12663,2022,VROS,BIOGAS CTBG VILLA DEL ROS. CGY,VROSDI01,BIOGAS,CENTRO,CORDOBA,2,0.7
12664,2022,VSECEO,PE. VIENTOS DEL SECANO,VSECEO,EOLICO,BUENOS AIRES,BUENOS AIRES,2,15.4
12665,2022,VTBG,Central Térmica a Biogás VENADO TUERTO,VTBGDI01,BIOGAS,LITORAL,SANTA FE,2,1.2
12666,2022,YAN2,C.T. YANQUETRUZ II,YAN2DI01,BIOGAS,CENTRO,SAN LUIS,2,0.5
12667,2022,YANQ,CB YANQUETRUZ,YANQDI01,BIOGAS,CENTRO,SAN LUIS,2,0.7
12668,2022,LEONEO,P.EOLICO CAÑADON LEÓN REN 2,LEONEO,EOLICO,PATAGONIA,SANTA CRUZ,2,20.0
12669,2022,LEO1EO,P.EOLICO CAÑADON LEÓN MATER,LEO1EO,EOLICO,PATAGONIA,SANTA CRUZ,2,3.4
12670,2022,GU11HI,PAH SALTO 11,GU11HI,HIDRO <=50MW,CUYO,MENDOZA,2,0.0
12672,2022,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,2,0.0
12673,2022,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,2,0.0
12674,2022,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,2,0.0
12675,2022,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
12676,2022,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
12677,2022,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,2,0.0
12678,2022,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,2,0.0
12679,2022,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
12680,2022,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
12681,2022,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
12682,2022,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,2,0.0
12683,2022,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,2,0.0
12684,2022,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,2,0.0
12685,2022,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,2,0.0
12686,2022,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,2,0.0
12687,2022,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,2,0.0
12688,2022,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,2,0.0
12689,2022,SM3D,CTBRS SAN MARTÍN NORTE III-D,SM3D,BIOGAS,GRAN BS.AS.,BUENOS AIRES,2,0.0
12690,2022,ABEF,BIOGAS CTBG ARRE BEEF SA,ABEF,BIOGAS,BUENOS AIRES,BUENOS AIRES,2,0.0
12691,2022,CAZU,CT BIOMASA MM BIOENERGÍA,CAZU,BIOMASA,NORESTE,MISIONES,2,0.0
12692,2022,RES1,BIOGAS CT RESENER SA,RES1,BIOGAS,BUENOS AIRES,BUENOS AIRES,2,0.0
12693,2022,TIRO,C.T. BIOMASA UNITAN. Puerto Tirol,TIROTV01,BIOMASA,NORESTE,CHACO,2,0.2
12694,2022,ABBG,CT AB ENERGÍA,ABBGDI01,BIOGAS,COMAHUE,LA PAMPA,3,1.4
12695,2022,ABEF,BIOGAS CTBG ARRE BEEF SA,ABEFDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,3,0.7
12696,2022,ACHIEO,CP Achiras S.A.U.,ACHIEO,EOLICO,CENTRO,CORDOBA,3,17.1
12697,2022,ALT1FV,P.S. ALTIPLANO I,ALT1FV,SOLAR,NOROESTE,SALTA,3,27.5
12698,2022,ALU1EO,Parque eólico ALUAR I,ALU1EO,EOLICO,PATAGONIA,CHUBUT,3,26.4
12699,2022,ALUAEO,Parque eólico autogeneración ALUAR,ALUAEO,EOLICO,PATAGONIA,CHUBUT,3,37.0
12700,2022,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,3,5.3
12701,2022,ANPCFV,PQUE SOLAR ANCHIPURAC MATER,ANPCFV,SOLAR,CUYO,SAN JUAN,3,0.6
12702,2022,AR21EO,P.EOLICO V ARAUCO II RENOV 1,AR21EO,EOLICO,NOROESTE,LA RIOJA,3,32.9
12703,2022,ARA2EO,ARAUCO EOLICO 2,ARA2EO,EOLICO,NOROESTE,LA RIOJA,3,4.2
12704,2022,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,3,4.6
12705,2022,AVEL,BIOGAS CT AVELLANEDA SECCO,AVELDI01,BIOGAS,LITORAL,SANTA FE,3,4.5
12706,2022,BAHIEO,Parques Eólicos del Fin del Mundo SA,BAHIEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,22.2
12707,2022,BANDEO,La Banderita,BANDEO,EOLICO,BUENOS AIRES,LA PAMPA,3,14.3
12708,2022,BIC2EO,P.EOLICO BICENTENARIO 2,BIC2EO,EOLICO,PATAGONIA,SANTA CRUZ,3,11.8
12709,2022,BICEEO,PARQUE EOLICO BICENTENARIO S.A.,BICEEO,EOLICO,PATAGONIA,SANTA CRUZ,3,48.0
12710,2022,BRC1,BIO R. CUARTO 1,BRC1DI01,BIOGAS,CENTRO,CORDOBA,3,1.5
12711,2022,BRC1,C.BIOELECT.R.CUARTO1 REN2,BRC1DI02,BIOGAS,CENTRO,CORDOBA,3,0.9
12712,2022,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI01,BIOGAS,CENTRO,CORDOBA,3,0.8
12713,2022,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI02,BIOGAS,CENTRO,CORDOBA,3,0.8
12714,2022,BRIOHI,P.A.H. BOCA DEL RÍO,BRIOHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.2
12715,2022,BSRO,CT BIOMASA SANTA ROSA CORRIENT,BSROTV01,BIOMASA,NORESTE,CORRIENTES,3,10.9
12716,2022,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,3,8.0
12717,2022,CAFAFV,Proyecto Solar FV Cafayate,CAFAFV,SOLAR,NOROESTE,SALTA,3,15.6
12718,2022,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.0
12719,2022,CALOFV,P.S. Caldenes del Oeste,CALOFV,SOLAR,CENTRO,SAN LUIS,3,6.1
12720,2022,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,3,5.0
12721,2022,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,3,5.3
12722,2022,CAU1FV,Parque Solar Fotovoltaico CAUCHARI I,CAU1FV,SOLAR,NOROESTE,JUJUY,3,22.7
12723,2022,CAU2FV,Parque Solar Fotovoltaico CAUCHARI II,CAU2FV,SOLAR,NOROESTE,JUJUY,3,26.3
12724,2022,CAU3FV,Parque Solar Fotovoltaico CAUCHARI III,CAU3FV,SOLAR,NOROESTE,JUJUY,3,23.4
12725,2022,CAZU,CT BIOMASA MM BIOENERGÍA,CAZUTV01,BIOMASA,NORESTE,MISIONES,3,2.1
12726,2022,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.0
12727,2022,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,2.5
12728,2022,CHEPFV,Parque Solar Chepes,CHEPFV,SOLAR,NOROESTE,LA RIOJA,3,0.3
12729,2022,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,3,0.6
12730,2022,CHN2EO,PE. CHUBUT NORTE II,CHN2EO,EOLICO,PATAGONIA,CHUBUT,3,9.1
12731,2022,CHN3EO,PE. CHUBUT NORTE III,CHN3EO,EOLICO,PATAGONIA,CHUBUT,3,23.7
12732,2022,CHN4EO,PE. CHUBUT NORTE IV,CHN4EO,EOLICO,PATAGONIA,CHUBUT,3,35.9
12733,2022,CHNOEO,Parque eólico Chubut norte,CHNOEO,EOLICO,PATAGONIA,CHUBUT,3,11.7
12734,2022,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,2.5
12735,2022,CITR,BIOGAS CTBG CITRUSVIL-ALCOVIL,CITRDI01,BIOGAS,NOROESTE,TUCUMAN,3,0.0
12736,2022,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,3,1.1
12737,2022,CORTEO,P.E. Corti,CORTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,35.4
12738,2022,CREJHI,P.A.H. CRUZ DEL EJE,CREJHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.1
12739,2022,CSOLFV,PQUE FOTOV.CERROS DEL SOL,CSOLFV,SOLAR,CENTRO,SAN LUIS,3,1.0
12740,2022,CUM2FV,PQUE FOTOV.LA CUMBRE 2 MATER,CUM2FV,SOLAR,CENTRO,SAN LUIS,3,1.0
12741,2022,CUMBFV,Pque. Solar FV La Cumbre,CUMBFV,SOLAR,CENTRO,SAN LUIS,3,6.0
12742,2022,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.0
12743,2022,DIA2EO,P.EOLICO DIADEMA 2,DIA2EO,EOLICO,PATAGONIA,CHUBUT,3,3.5
12744,2022,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,3,2.8
12745,2022,DIAGFV,PQUE SOLAR FTV LOS DIAGUITAS,DIAGFV,SOLAR,CUYO,SAN JUAN,3,0.6
12746,2022,EN1MEO,P.EOLICO LA ENERGETICA MATER,EN1MEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,8.3
12747,2022,ENE1EO,P.EOLICO LA ENERGETICA Renov2,ENE1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,31.3
12748,2022,ENRS,BIOGAS RS CT ENSENADA SECCO,ENRSDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,3,2.0
12749,2022,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,3,9.8
12750,2022,ESCO,CTBM. LA ESCONDIDA,ESCOTV01,BIOMASA,NORESTE,CHACO,3,5.4
12751,2022,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,3,1.8
12752,2022,FIAMFV,PQUE SOLAR FIAMBALA,FIAMFV,SOLAR,NOROESTE,CATAMARCA,3,2.6
12753,2022,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,3,5.8
12754,2022,GALV,BIOELÉCTRICA GENERAL ALVEAR S.A.,GALVDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,3,0.0
12755,2022,GARAEO,P.E. Garayalde,GARAEO,EOLICO,PATAGONIA,CHUBUT,3,11.0
12756,2022,GARR,C.T. BIOMASICA GARRUCHOS,GARRTV01,BIOMASA,NORESTE,CORRIENTES,3,18.2
12757,2022,GIG1,BIOGAS CTBG GIGENA I,GIG1DI01,BIOGAS,CENTRO,CORDOBA,3,0.8
12758,2022,GNV1EO,P.EOLICO LA GENOVEVA I REN2,GNV1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,34.6
12759,2022,GNV2EO,P.EOLICO LA GENOVEVA II MATER,GNV2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,16.6
12760,2022,GRIOEO,P.EOLICO GARCIA DEL RIO,GRIOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,4.4
12761,2022,GUA6HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 6,GUA6HI01,HIDRO <=50MW,CUYO,MENDOZA,3,0.4
12762,2022,GUA7HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 7,GUA7HI01,HIDRO <=50MW,CUYO,MENDOZA,3,0.4
12763,2022,GUA8HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 8,GUA8HI01,HIDRO <=50MW,CUYO,MENDOZA,3,0.4
12764,2022,GUAT,C.T. ENRECO GUATIMOZIN,GUATDI01,BIOGAS,CENTRO,CORDOBA,3,0.7
12765,2022,GZ2AFV,PQUE FOTOV. COR. SOL. GUAÑI.II,GZ2AFV,SOLAR,CUYO,SAN JUAN,3,26.4
12766,2022,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,3,0.5
12767,2022,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,3,0.7
12768,2022,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,3,0.0
12769,2022,IGLEFV,PQUE FOTOV. CORDILLERA SOLAR,IGLEFV,SOLAR,CUYO,SAN JUAN,3,21.0
12770,2022,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,3,0.0
12771,2022,JDAR,BIOGAS CTBG JUSTO DARACT,JDARDI01,BIOGAS,CENTRO,SAN LUIS,3,0.7
12772,2022,JUMEEO,EOLICO EL JUME,JUMEEO,EOLICO,NOROESTE,SANTIAGO DEL ESTERO,3,0.8
12773,2022,JUNT,CTBM. GENERACIÓN LAS JUNTURAS,JUNTDI01,BIOMASA,CENTRO,CORDOBA,3,0.0
12774,2022,KOSTEO,Central Eólica KOSTEN,KOSTEO,EOLICO,PATAGONIA,CHUBUT,3,11.2
12775,2022,LCA2EO,Parque Eólico La Castellana II,LCA2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,5.6
12776,2022,LCASEO,P.E. La Castellana,LCASEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,37.9
12777,2022,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,3,0.6
12778,2022,LEAL,CTBM INGENIO LEALES,LEALTV01,BIOMASA,NOROESTE,TUCUMAN,3,0.0
12779,2022,LHEREO,PARQUE EÓLICO HÉRCULES,LHEREO,EOLICO,PATAGONIA,SANTA CRUZ,3,43.0
12780,2022,LLANFV,PQUE SOLAR PQUE DE LOS LLANOS,LLANFV,SOLAR,NOROESTE,LA RIOJA,3,3.9
12781,2022,LLOMFV,Parque Solar Las Lomitas ( AGNISOLAR),LLOMFV,SOLAR,CUYO,SAN JUAN,3,0.4
12782,2022,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,3,5.5
12783,2022,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.9
12784,2022,LOM1EO,P.EOLICO LOMA BLANCA 1,LOM1EO,EOLICO,PATAGONIA,CHUBUT,3,24.1
12785,2022,LOM2EO,P.EOLICO LOMA BLANCA 2,LOM2EO,EOLICO,PATAGONIA,CHUBUT,3,22.5
12786,2022,LOM3EO,P.EOLICO LOMA BLANCA 3,LOM3EO,EOLICO,PATAGONIA,CHUBUT,3,24.0
12787,2022,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,3,12.4
12788,2022,LOM6EO,P.EOLICO LOMA BLANCA 6,LOM6EO,EOLICO,PATAGONIA,CHUBUT,3,46.1
12789,2022,LPUNFV,La Puna,LPUNFV,SOLAR,NOROESTE,SALTA,3,29.0
12790,2022,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,3,0.6
12791,2022,LUJAHI,PAH LUJANITA EN,LUJAHI,HIDRO <=50MW,CUYO,MENDOZA,3,0.5
12792,2022,LUNLHI,PAH LUNLUNTA - [EMESA],LUNLHI,HIDRO <=50MW,CUYO,MENDOZA,3,1.3
12793,2022,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,3,0.0
12794,2022,MAL1EO,EOLICO MALASPINA I,MAL1EO,EOLICO,PATAGONIA,CHUBUT,3,21.7
12795,2022,MANAEO,MANANTIALES BEHR (YPF),MANAEO,EOLICO,PATAGONIA,CHUBUT,3,45.5
12796,2022,MANQEO,P.EOLICO MANQUE MATER,MANQEO,EOLICO,CENTRO,CORDOBA,3,18.9
12797,2022,MIRAEO,PE. MIRAMAR,MIRAEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,37.2
12798,2022,NEC1EO,P.EOLICO VIENTOS DE NECOCHEA,NEC1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,13.8
12799,2022,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,0.0
12800,2022,NEU1EO,P. E. VIENTOS NEUQUINOS I,NEU1EO,EOLICO,COMAHUE,NEUQUÉN,3,35.2
12801,2022,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,3,0.0
12802,2022,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,3,4.5
12803,2022,NONOFV,Parque Solar  Nonogasta,NONOFV,SOLAR,NOROESTE,LA RIOJA,3,7.3
12804,2022,OLIVEO,P.EOLICO LOS OLIVOS MATER,OLIVEO,EOLICO,CENTRO,CORDOBA,3,8.9
12805,2022,PACU,PACUCA BIO ENERGÍA,PACUDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,3,0.4
12806,2022,PAMEEO,Parque Eólico Pampa Energía (MATER),PAMEEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,21.6
12807,2022,PASIFV,Planta Fotovoltaica PASIP,PASIFV,SOLAR,CUYO,MENDOZA,3,0.2
12808,2022,PERG,BIOGAS CTBG PERGAMINO,PERGDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,3,1.4
12809,2022,PESP,AG PTO ESPERANZA (ECO-ENERGíA S.A.),PESPTV01,BIOMASA,NORESTE,MISIONES,3,1.6
12810,2022,PMA1EO,Puerto Madryn I,PMA1EO,EOLICO,PATAGONIA,CHUBUT,3,27.5
12811,2022,PMA2EO,Puerto Madryn II,PMA2EO,EOLICO,PATAGONIA,CHUBUT,3,57.0
12812,2022,PMIS,CTBM PAPEL MISIONERO,PMISTV01,BIOMASA,NORESTE,MISIONES,3,0.2
12813,2022,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,3,3.9
12814,2022,POM1EO,Parque Eólico POMONA I,POM1EO,EOLICO,COMAHUE,RIO NEGRO,3,39.2
12815,2022,POM2EO,Parque Eólico POMONA II,POM2EO,EOLICO,COMAHUE,RIO NEGRO,3,5.0
12816,2022,PROD,C.T. PRODEMAN BIOENERGIA,PRODTV01,BIOMASA,CENTRO,CORDOBA,3,2.2
12817,2022,PROV,LA PROVIDENCIA,PROVTV01,BIOMASA,NOROESTE,TUCUMAN,3,0.0
12818,2022,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,3,7.9
12819,2022,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,3,7.5
12820,2022,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.0
12821,2022,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,3,15.8
12822,2022,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,3,9.8
12823,2022,RAW3EO,RAWSON 3 EOLICO,RAW3EO,EOLICO,PATAGONIA,CHUBUT,3,9.6
12824,2022,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,3,4.3
12825,2022,RES1,BIOGAS CT RESENER SA,RES1DI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,3,0.0
12826,2022,RESCHI,H RIO ESCONDIDO,RESCHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,2.5
12827,2022,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,3,12.6
12828,2022,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,2.2
12829,2022,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,3,1.7
12830,2022,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.0
12831,2022,SANDFV,PQUE FOTOV.SOLAR DE LOS ANDES,SANDFV,SOLAR,CUYO,MENDOZA,3,1.3
12832,2022,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,3,0.7
12833,2022,SAUJFV,Parque Solar  Saujil,SAUJFV,SOLAR,NOROESTE,CATAMARCA,3,5.2
12834,2022,SCAB,CT BIOGENERADORA SANTA CATALINA,SCABDI01,BIOGAS,CENTRO,CORDOBA,3,1.4
12835,2022,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,3,0.0
12836,2022,SJMTEO,P.EOLICO MATACO 3 PICOS,SJMTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,77.6
12837,2022,SJU2FV,SAN JUAN I FV,SJU2FV,SOLAR,CUYO,SAN JUAN,3,0.1
12838,2022,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,3,0.2
12839,2022,SM3D,CTBRS SAN MARTÍN NORTE III-D,SM3DDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,3,3.7
12840,2022,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,3,3.1
12841,2022,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,3,1.6
12842,2022,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,3,7.1
12843,2022,SPEV,SAN PEDRO VERDE,SPEVDI01,BIOGAS,LITORAL,SANTA FE,3,0.9
12844,2022,SPUNFV,PQUE SOLAR FTV DE LA PUNTA,SPUNFV,SOLAR,CENTRO,SAN LUIS,3,1.0
12845,2022,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,3,4.9
12846,2022,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,3,0.0
12847,2022,TAMBFV,P. S. TAMBERÍAS,TAMBFV,SOLAR,CUYO,SAN JUAN,3,0.8
12848,2022,TBENHI,PAH DIQUE TIBURCIO BENEGAS,TBENHI,HIDRO <=50MW,CUYO,MENDOZA,3,0.6
12849,2022,TER2EO,Parque eólico Los TEROS II,TER2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,21.5
12850,2022,TEROEO,Parque Eólico LOS TEROS,TEROEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,45.7
12851,2022,TICI,C.T. TICINO BIOMASA S.A.,TICITV01,BIOMASA,CENTRO,CORDOBA,3,1.7
12852,2022,TIGO,BIOGAS CTBG TIGONBU,TIGODI01,BIOGAS,CENTRO,SAN LUIS,3,1.2
12853,2022,TIN2FV,Parque Solar Tinogasta II,TIN2FV,SOLAR,NOROESTE,CATAMARCA,3,1.5
12854,2022,TINOFV,Parque Solar Tinogasta I,TINOFV,SOLAR,NOROESTE,CATAMARCA,3,3.2
12855,2022,TIRO,C.T. BIOMASA UNITAN. Puerto Tirol,TIROTV01,BIOMASA,NORESTE,CHACO,3,0.0
12856,2022,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,3,0.0
12857,2022,TSANFV,AGRITUR SAN LUIS S.A.,TSANFV,SOLAR,CENTRO,SAN LUIS,3,0.0
12858,2022,TSAUHI,Triple Salto,TSAUHI,HIDRO <=50MW,CUYO,MENDOZA,3,0.1
12859,2022,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,3,3.5
12860,2022,UL42FV,P.S. Ullúm 4 ampliación Mater,UL42FV,SOLAR,CUYO,SAN JUAN,3,1.6
12861,2022,ULL3FV,P.S. Ullúm N3,ULL3FV,SOLAR,CUYO,SAN JUAN,3,8.2
12862,2022,ULL4FV,P.S. Ullúm 4,ULL4FV,SOLAR,CUYO,SAN JUAN,3,3.3
12863,2022,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,3,8.0
12864,2022,ULN1FV,P.S. Ullúm N1,ULN1FV,SOLAR,CUYO,SAN JUAN,3,6.2
12865,2022,ULN2FV,P.S. Ullúm N2,ULN2FV,SOLAR,CUYO,SAN JUAN,3,6.4
12866,2022,VLO2EO,EÓLICO VILLALONGA II GENNEIA,VLO2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,1.4
12867,2022,VLONEO,EÓLICO VILLALONGA GENNEIA,VLONEO,EOLICO,BUENOS AIRES,BUENOS AIRES,3,21.5
12868,2022,VROS,BIOGAS CTBG VILLA DEL ROS. CGY,VROSDI01,BIOGAS,CENTRO,CORDOBA,3,0.7
