AÑO,CENTRAL,CENTRAL DESCRIPCIÓN,MAQUINA,FUENTE DE ENERGÍA,REGIÓN,PROVINCIA,MES,ENERGÍA GENERADA [GWh],Nueva Generación
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,ene-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,ene-13,0,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,ene-13,5,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,ene-13,0,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,ene-13,0.8,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,ene-13,2.3,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,ene-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,ene-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,ene-13,8.8,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,ene-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,ene-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,ene-13,2.4,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,ene-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,ene-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,ene-13,6.4,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,ene-13,7.1,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,ene-13,10.2,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,ene-13,14.3,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,ene-13,8.9,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,ene-13,3.8,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,ene-13,11.1,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,ene-13,1.1,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,ene-13,1.9,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,ene-13,0.1,Resto
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,ene-13,4.3,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,ene-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,ene-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,ene-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,ene-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,ene-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,ene-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,ene-13,2.9,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,ene-13,2.2,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,ene-13,5,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,ene-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,ene-13,5.4,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,ene-13,0,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,ene-13,0,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,ene-13,3.8,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,ene-13,20.5,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,feb-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,feb-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,feb-13,9.2,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,feb-13,3.7,Resto
2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,feb-13,0,Resto
2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,feb-13,3,Resto
2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,0.8,Resto
2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,feb-13,5.9,Resto
2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,5.7,Resto
2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,0.3,Resto
2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-13,2.4,Resto
2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-13,3.1,Resto
2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,feb-13,2.5,Resto
2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-13,1.6,Resto
2013,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,feb-13,9.834.80,Demanda
2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,feb-13,1.5,Resto
2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-13,0,Resto
2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-13,0,Resto
2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,feb-13,2.7,Resto
2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,feb-13,4,Resto
2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,5.1,Resto
2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,feb-13,0.3,Resto
2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,feb-13,0.5,Resto
2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,feb-13,0,Resto
2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,feb-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,feb-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,feb-13,0,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,feb-13,6.1,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,0,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,feb-13,0.3,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,1,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,feb-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,feb-13,6.1,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,3.8,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,feb-13,5.9,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,feb-13,5.7,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-13,9.9,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,feb-13,13.3,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,feb-13,8.3,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,4.8,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,feb-13,10,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-13,1.8,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,feb-13,3.7,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-13,0.2,Resto
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-13,2.8,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,feb-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,feb-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,feb-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,feb-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,feb-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,feb-13,2.6,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,feb-13,2.3,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,feb-13,5,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,feb-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-13,4.1,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,feb-13,0,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,feb-13,0,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,feb-13,4.7,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-13,24,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,mar-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,mar-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,mar-13,9.1,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,mar-13,4.3,Resto
2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,mar-13,0,Resto
2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,mar-13,0.8,Resto
2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,0.9,Resto
2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,mar-13,4,Resto
2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,6,Resto
2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,0.1,Resto
2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-13,2.1,Resto
2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,mar-13,0,Resto
2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-13,3.2,Resto
2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,mar-13,2.3,Resto
2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-13,1.9,Resto
2013,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,mar-13,9.756.80,Demanda
2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,mar-13,1.7,Resto
2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-13,0,Resto
2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-13,0,Resto
2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,mar-13,0.6,Resto
2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,mar-13,3.7,Resto
2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,5.5,Resto
2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,mar-13,0.3,Resto
2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,mar-13,0.5,Resto
2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,mar-13,0,Resto
2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,mar-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,mar-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,mar-13,0,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,mar-13,4.4,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,0,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,mar-13,0.7,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,2.2,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,mar-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,mar-13,6.7,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,3.7,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,mar-13,6.3,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,mar-13,8.9,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-13,6.3,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,mar-13,15.5,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,mar-13,9.6,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,6.6,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,mar-13,11.5,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-13,2.4,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,mar-13,3.7,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-13,0.2,Resto
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-13,2.2,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,mar-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,mar-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,mar-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,mar-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,mar-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,mar-13,3,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,mar-13,2.1,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,mar-13,6,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,mar-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-13,4.5,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,mar-13,0,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,mar-13,0,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,mar-13,4.2,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-13,11.9,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,abr-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,abr-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,abr-13,6.6,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,abr-13,2.8,Resto
2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,abr-13,0,Resto
2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,abr-13,0,Resto
2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,0.4,Resto
2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,abr-13,8.2,Resto
2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,7,Resto
2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,0.1,Resto
2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,abr-13,1.5,Resto
2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,abr-13,0.2,Resto
2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,abr-13,2.6,Resto
2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,abr-13,1.1,Resto
2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-13,1.1,Resto
2013,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,abr-13,9.308.20,Demanda
2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,abr-13,2,Resto
2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,abr-13,0,Resto
2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,abr-13,0,Resto
2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,abr-13,0,Resto
2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,abr-13,1.8,Resto
2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,5.5,Resto
2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,abr-13,0.3,Resto
2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,abr-13,0.5,Resto
2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,abr-13,0,Resto
2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,abr-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,abr-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,abr-13,0,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,abr-13,4.2,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,0,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,abr-13,0.8,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,3.1,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,abr-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,abr-13,3.4,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,abr-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,abr-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,4.1,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,abr-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,abr-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,abr-13,6.7,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,abr-13,5.7,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-13,5,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,abr-13,10.3,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,abr-13,6.5,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,7,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,abr-13,8.1,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,abr-13,2.4,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,abr-13,2.8,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-13,0.1,Resto
