AÑO,CENTRAL,CENTRAL DESCRIPCIÓN,MAQUINA,FUENTE DE ENERGÍA,REGIÓN,PROVINCIA,MES,ENERGÍA GENERADA [GWh],Nueva Generación
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,abr-13,1.9,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,abr-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,abr-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,abr-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,abr-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,abr-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,abr-13,3.1,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,abr-13,1.6,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,abr-13,5.4,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,abr-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-13,6.6,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,abr-13,0,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,abr-13,0,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,abr-13,3.1,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-13,9.8,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,may-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,may-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,may-13,5.9,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,may-13,2.7,Resto
2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,may-13,0,Resto
2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,may-13,0.2,Resto
2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,0.6,Resto
2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,may-13,1.8,Resto
2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,5.2,Resto
2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,0.1,Resto
2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,may-13,1.7,Resto
2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,may-13,0.3,Resto
2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,may-13,0,Resto
2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,may-13,1.2,Resto
2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,may-13,1.5,Resto
2013,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,may-13,10.232.80,Demanda
2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,may-13,2.2,Resto
2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,may-13,0,Resto
2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,may-13,0,Resto
2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,may-13,0.5,Resto
2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,may-13,2,Resto
2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,5.6,Resto
2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,may-13,0.3,Resto
2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,may-13,0.5,Resto
2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,may-13,0,Resto
2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,may-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,may-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,may-13,0,Resto
2013,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,may-13,0.1,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,may-13,3.3,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,0.9,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,may-13,0.7,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,3.7,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,may-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,may-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,may-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,may-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,may-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,4.1,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,may-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,may-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,may-13,5.9,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,may-13,3.5,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,may-13,2.2,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,may-13,15.5,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,may-13,9.4,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,4.3,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,may-13,5.5,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,may-13,0,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,may-13,2.4,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,may-13,0.1,Resto
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,may-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,may-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,may-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,may-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,may-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,may-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,may-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,may-13,3.3,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,may-13,1.2,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,may-13,6.1,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,may-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,may-13,4.9,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,may-13,5.7,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,may-13,0,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,may-13,3.6,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,may-13,8.5,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,jun-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,jun-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,jun-13,4.4,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,jun-13,2.5,Resto
2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0,Resto
2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jun-13,2,Resto
2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,0.6,Resto
2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0,Resto
2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,4.7,Resto
2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,0.1,Resto
2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jun-13,2,Resto
2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,jun-13,0.2,Resto
2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jun-13,0,Resto
2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0.1,Resto
2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-13,0.9,Resto
2013,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,jun-13,10.360.50,Demanda
2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,jun-13,3.1,Resto
2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-13,0,Resto
2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-13,0,Resto
2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jun-13,0.9,Resto
2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0.3,Resto
2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,5.1,Resto
2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,jun-13,0.3,Resto
2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,jun-13,0.4,Resto
2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,jun-13,0,Resto
2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,jun-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,jun-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,jun-13,0,Resto
2013,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,jun-13,3.3,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,1.1,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jun-13,0,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,2,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,jun-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,jun-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,3.2,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,jun-13,3.6,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jun-13,2.6,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-13,0.1,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,jun-13,18.7,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,jun-13,10.8,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,4.1,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jun-13,2.4,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jun-13,0,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,jun-13,2,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-13,0.1,Resto
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jun-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,jun-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,jun-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,jun-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,jun-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,jun-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,jun-13,2.8,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,jun-13,0,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,jun-13,6.3,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,jun-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-13,4.1,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,jun-13,11.7,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,jun-13,0,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,jun-13,4.4,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-13,0.5,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,jul-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,jul-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,jul-13,4.6,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,jul-13,4.4,Resto
2013,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jul-13,2.3,Resto
2013,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,0.6,Resto
2013,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,3.9,Resto
2013,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,0,Resto
2013,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jul-13,2.1,Resto
2013,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,jul-13,0.2,Resto
2013,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jul-13,0,Resto
2013,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-13,1.2,Resto
2013,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,jul-13,11.156.20,Demanda
2013,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,jul-13,2.5,Resto
2013,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-13,0,Resto
2013,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-13,0,Resto
2013,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jul-13,0.9,Resto
2013,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,4.4,Resto
2013,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,jul-13,0.3,Resto
2013,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,jul-13,0.4,Resto
2013,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,jul-13,0,Resto
2013,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,jul-13,1.3,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,jul-13,0,Resto
2013,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,jul-13,0,Resto
2013,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,jul-13,2.9,Resto
2013,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,1.5,Resto
2013,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,jul-13,3.3,Resto
2013,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jul-13,0,Resto
2013,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,1.7,Resto
2013,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,jul-13,0,Resto
2013,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,jul-13,0,Resto
2013,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-13,0,Resto
2013,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-13,0,Resto
2013,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,3.2,Resto
2013,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-13,0,Resto
2013,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-13,0,Resto
2013,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,jul-13,6.4,Resto
2013,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jul-13,2.1,Resto
2013,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-13,1,Resto
2013,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,jul-13,15.7,Resto
2013,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,jul-13,9.4,Resto
2013,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,3.4,Resto
2013,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jul-13,3.2,Resto
2013,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jul-13,0,Resto
2013,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,jul-13,1.8,Resto
2013,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-13,0.1,Resto
2013,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jul-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,jul-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,jul-13,0,Resto
2013,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,jul-13,0,Resto
2013,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,jul-13,0,Resto
2013,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-13,0,Resto
2013,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,jul-13,0.2,Resto
2013,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,jul-13,3.1,Resto
2013,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,jul-13,0,Resto
2013,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,jul-13,7.4,Resto
2013,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,jul-13,0,Resto
2013,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-13,3.9,Resto
2013,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,jul-13,11.7,Resto
2013,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,jul-13,0,Resto
2013,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,jul-13,0.1,Resto
2013,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,jul-13,4.1,Resto
2013,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-13,0,Resto
2013,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,ago-13,0,Resto
2013,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,ago-13,0,Resto
2013,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,ago-13,5,Resto
2013,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,ago-13,5.9,Resto
